0,-8.904618127,2.940660898,-0.424275442,0.597197068,0.46277338,-0.672850761,-0.336403302,0.121194712,-0.194539016,-0.488221593
0,-8.545387321,3.423636782,-0.45524083,0.66624891,0.381831799,-0.524435445,-0.224213873,0.281171455,-0.313734304,-0.4794415
0,-8.435470892,2.640092935,-0.246150917,0.412188173,0.397637374,-0.735901738,-0.295091435,0.136860396,-0.100606674,-0.345857262
0,-7.140208802,3.226934264,-0.46205344,0.292533927,1.365806466,-0.683721227,-0.507034681,0.100919432,-0.52024749,-0.387492704
0,-2.776208059,2.921410286,-2.886035668,0.21600503,0.49413828,-0.573164009,-0.964881863,-0.241763232,-0.603529174,2.051143049
0,-8.854763033,3.030803177,-0.436094855,0.613018101,0.449474693,-0.575726133,-0.285724581,0.118397125,-0.184664473,-0.409713642
0,-8.88077241,2.964606081,-0.419388191,0.627576579,0.468639033,-0.706331324,-0.383259225,0.151197296,-0.180202546,-0.480366956
0,-6.915969685,3.886634944,-0.066810989,1.04106387,0.544502109,0.214739992,0.178134604,-0.225299732,-0.388080309,-0.433247225
0,-8.967502165,2.753809564,-0.277716324,0.594153322,0.417581615,-0.703088233,-0.413172693,0.002530064,-0.119141675,-0.462135558
0,-8.968481295,2.750719179,-0.277326342,0.594266442,0.418589679,-0.706941441,-0.414926104,0.001622269,-0.118268522,-0.462862359
0,-8.94546127,2.784054897,-0.254881956,0.63700883,0.394681206,-0.725711297,-0.42103334,0.004804974,-0.118637869,-0.455640693
0,-8.692109588,2.860155861,-0.308959717,0.490639746,0.320385335,-0.702077461,-0.313657686,0.097873109,-0.218235198,-0.270472556
0,-3.136839633,-0.978154815,-6.495910837,1.445182072,-1.996433669,-1.140538919,0.249373051,0.565459778,-0.138933658,3.305094621
0,-3.953706429,3.009095407,-3.229502364,-1.531004506,-1.101157999,-2.155294539,1.135547703,0.900549585,0.365846735,2.316689166
0,-7.952772396,3.04986887,-0.114008186,0.417736038,0.297735176,-0.502568612,-0.267804741,0.104055628,-0.02039562,-0.301492589
